timestamp,experiment_id,project_name,duration,emissions,energy_consumed,country_name,country_iso_code,region,on_cloud,cloud_provider,cloud_region
2021-12-17T11:24:28,37de82e5-e19e-4260-8c29-fccb2c99635d,codecarbon,2200.5472226142883,0.2966574631970133,0.8065727656253759,USA,USA,nan,Y,aws,us-east-1
